Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Jehu Rudeforth,Caramel Stuffed Bars,UK,2023-07-19,9119.25,435,Delivered
Madelene Upcott,Peanut Butter Cubes,UK,2023-07-19,5575.5,254,Delivered
Husein Augar,Peanut Butter Cubes,UK,2023-07-19,5690.25,238,Delivered
Andria Kimpton,Organic Choco Syrup,USA,2023-07-19,10721.25,488,Delivered
Barr Faughny,85% Dark Bars,India,2023-07-19,1154.25,55,Delivered
Jan Morforth,Fruit & Nut Bars,USA,2023-07-19,8003.25,297,Delivered
Jan Morforth,Organic Choco Syrup,India,2023-07-19,6709.5,292,Delivered
Dotty Strutley,Manuka Honey Choco,India,2023-07-19,15284.25,765,Delivered
Andria Kimpton,Fruit & Nut Bars,Australia,2023-07-19,5519.25,213,Delivered
Kelci Walkden,Choco Coated Almonds,India,2023-07-20,1399.5,128,Delivered
Camilla Castle,Raspberry Choco,India,2023-07-20,6178.5,883,Delivered
Husein Augar,70% Dark Bites,UK,2023-07-20,5955.75,398,Delivered
Wilone O'Kielt,Drinking Coco,Canada,2023-07-20,5130.0,395,Delivered
Andria Kimpton,99% Dark & Pure,UK,2023-07-20,12550.5,523,Delivered
Madelene Upcott,Smooth Silky Salty,India,2023-07-20,8550.0,855,Cancelled
Madelene Upcott,99% Dark & Pure,Canada,2023-07-20,6711.75,354,Delivered
Brien Boise,70% Dark Bites,New Zealand,2023-07-20,6869.25,405,Cancelled
Ches Bonnell,Choco Coated Almonds,USA,2023-07-20,5438.25,454,Delivered
Roddy Speechley,Choco Coated Almonds,India,2023-07-20,8844.75,632,Delivered
Kelci Walkden,Mint Chip Choco,India,2023-07-20,596.25,60,Delivered
Brien Boise,Eclairs,USA,2023-07-20,1253.25,55,Delivered
Brien Boise,Manuka Honey Choco,Australia,2023-07-20,6246.0,329,Delivered
Oby Sorrel,Orange Choco,India,2023-07-20,2544.75,364,Delivered
Brien Boise,Orange Choco,India,2023-07-20,14406.75,1310,Delivered
Rafaelita Blaksland,99% Dark & Pure,Canada,2023-07-20,4117.5,206,Delivered
Beverie Moffet,70% Dark Bites,UK,2023-07-20,4009.5,251,Delivered
Jan Morforth,Choco Coated Almonds,Australia,2023-07-20,2137.5,195,Delivered
Wilone O'Kielt,99% Dark & Pure,USA,2023-07-21,7497.0,375,Delivered
Husein Augar,Choco Coated Almonds,New Zealand,2023-07-21,463.5,47,Delivered
Jehu Rudeforth,99% Dark & Pure,USA,2023-07-21,7348.5,307,Delivered
Roddy Speechley,50% Dark Bites,USA,2023-07-21,1257.75,58,Delivered
Kelci Walkden,Drinking Coco,USA,2023-07-21,5523.75,691,Delivered
Madelene Upcott,Raspberry Choco,India,2023-07-21,12368.25,2474,Delivered
Barr Faughny,Choco Coated Almonds,USA,2023-07-21,6023.25,464,Delivered
Gigi Bohling,White Choc,India,2023-07-21,8750.25,381,Delivered
Gunar Cockshoot,Milk Bars,USA,2023-07-24,486.0,26,Delivered
Oby Sorrel,Eclairs,India,2023-07-24,2189.25,105,Delivered
Roddy Speechley,Spicy Special Slims,USA,2023-07-24,274.5,18,Delivered
Marney O'Breen,70% Dark Bites,India,2023-07-25,2720.25,182,Delivered
Kelci Walkden,Eclairs,USA,2023-07-25,4295.25,215,Delivered
Curtice Advani,Manuka Honey Choco,Australia,2023-07-25,14712.75,669,Delivered
Dotty Strutley,Organic Choco Syrup,USA,2023-07-25,9913.5,451,Cancelled
Van Tuxwell,Baker's Choco Chips,USA,2023-07-25,10219.5,602,Delivered
Ches Bonnell,70% Dark Bites,New Zealand,2023-07-25,12708.0,748,Delivered
Madelene Upcott,Peanut Butter Cubes,New Zealand,2023-07-25,6003.0,316,Delivered
Beverie Moffet,Smooth Silky Salty,UK,2023-07-25,5681.25,812,Delivered
Curtice Advani,85% Dark Bars,UK,2023-07-25,6774.75,271,Delivered
Marney O'Breen,Caramel Stuffed Bars,UK,2023-07-26,292.5,17,Delivered
Dennison Crosswaite,Fruit & Nut Bars,UK,2023-07-26,13308.75,555,Delivered
Kaine Padly,Raspberry Choco,UK,2023-07-26,5051.25,722,Delivered
Dennison Crosswaite,Choco Coated Almonds,India,2023-07-26,812.25,74,Delivered
Ches Bonnell,Caramel Stuffed Bars,USA,2023-07-26,9261.0,515,Delivered
Jehu Rudeforth,Milk Bars,Australia,2023-07-26,2337.75,112,Delivered
Andria Kimpton,Peanut Butter Cubes,India,2023-07-26,6635.25,302,Delivered
Andria Kimpton,Mint Chip Choco,UK,2023-07-27,1669.5,129,Delivered
Madelene Upcott,70% Dark Bites,Canada,2023-07-27,5121.0,342,Delivered
Kelci Walkden,Baker's Choco Chips,UK,2023-07-27,11529.0,721,Delivered
Dotty Strutley,Peanut Butter Cubes,USA,2023-07-27,7753.5,353,Delivered
Wilone O'Kielt,Raspberry Choco,New Zealand,2023-07-27,1266.75,212,Delivered
Marney O'Breen,After Nines,USA,2023-07-27,8327.25,595,Delivered
Karlen McCaffrey,Raspberry Choco,India,2023-07-27,9150.75,916,Delivered
Dotty Strutley,Choco Coated Almonds,Australia,2023-07-27,4500.0,450,Delivered
Camilla Castle,Drinking Coco,USA,2023-07-27,5166.0,517,Delivered
Marney O'Breen,Fruit & Nut Bars,UK,2023-07-27,5805.0,208,Delivered
Ches Bonnell,Orange Choco,Australia,2023-07-27,7926.75,991,Delivered
Andria Kimpton,Orange Choco,UK,2023-07-27,373.5,38,Delivered
Gunar Cockshoot,Milk Bars,New Zealand,2023-07-27,216.0,12,Delivered
Jan Morforth,Eclairs,India,2023-07-27,6612.75,301,Delivered
Gunar Cockshoot,Manuka Honey Choco,USA,2023-07-27,2605.5,125,Delivered
Oby Sorrel,70% Dark Bites,Australia,2023-07-27,2144.25,127,Delivered
Husein Augar,Raspberry Choco,Canada,2023-07-27,5550.75,793,Delivered
Kelci Walkden,Peanut Butter Cubes,India,2023-07-28,7611.75,381,Delivered
Madelene Upcott,Peanut Butter Cubes,UK,2023-07-28,7643.25,333,Delivered
Jehu Rudeforth,50% Dark Bites,Australia,2023-07-28,357.75,22,Delivered
Barr Faughny,Orange Choco,India,2023-07-28,5787.0,527,Delivered
Dotty Strutley,Eclairs,India,2023-07-28,7812.0,372,Delivered
Andria Kimpton,Fruit & Nut Bars,India,2023-07-28,9184.5,383,Delivered
Husein Augar,70% Dark Bites,UK,2023-07-28,3024.0,152,Delivered
Roddy Speechley,Spicy Special Slims,Canada,2023-07-28,8516.25,533,Delivered
Ches Bonnell,70% Dark Bites,UK,2023-07-28,2702.25,181,Cancelled
Madelene Upcott,Milk Bars,India,2023-07-31,1899.0,100,Delivered
Andria Kimpton,Manuka Honey Choco,UK,2023-07-31,542.25,31,Delivered
Andria Kimpton,Organic Choco Syrup,India,2023-07-31,2610.0,125,Delivered
Madelene Upcott,Choco Coated Almonds,USA,2023-07-31,4173.75,279,Delivered
Van Tuxwell,Raspberry Choco,USA,2023-07-31,6885.0,861,Delivered
Gunar Cockshoot,After Nines,New Zealand,2023-07-31,7476.75,499,Delivered
Brien Boise,Choco Coated Almonds,Australia,2023-07-31,247.5,17,Delivered
Karlen McCaffrey,99% Dark & Pure,Canada,2023-07-31,5926.5,283,Delivered
Van Tuxwell,Raspberry Choco,UK,2023-07-31,2135.25,306,Delivered
Curtice Advani,99% Dark & Pure,USA,2023-08-01,6781.5,340,Delivered
Gigi Bohling,Eclairs,UK,2023-08-01,1269.0,67,Delivered
Jan Morforth,Peanut Butter Cubes,Australia,2023-08-01,10804.5,451,Delivered
Andria Kimpton,Smooth Silky Salty,UK,2023-08-01,9731.25,811,Delivered
Rafaelita Blaksland,White Choc,USA,2023-08-01,2794.5,140,Delivered
Kaine Padly,50% Dark Bites,Canada,2023-08-01,4169.25,209,Delivered
Oby Sorrel,Eclairs,India,2023-08-01,9729.0,464,Cancelled
Husein Augar,Smooth Silky Salty,UK,2023-08-01,3854.25,482,Cancelled
Marney O'Breen,Milk Bars,Canada,2023-08-01,6390.0,376,Delivered
Kaine Padly,Peanut Butter Cubes,UK,2023-08-01,7029.0,335,Cancelled
Gunar Cockshoot,Choco Coated Almonds,USA,2023-08-01,2265.75,175,Delivered
Dennison Crosswaite,Spicy Special Slims,UK,2023-08-01,1381.5,93,Delivered
Brien Boise,Choco Coated Almonds,USA,2023-08-01,8275.5,592,Delivered
Jehu Rudeforth,Mint Chip Choco,India,2023-08-01,8118.0,625,Delivered
Curtice Advani,Eclairs,India,2023-08-01,834.75,38,Delivered
Barr Faughny,70% Dark Bites,USA,2023-08-02,3069.0,192,Delivered
Oby Sorrel,Choco Coated Almonds,New Zealand,2023-08-02,1316.25,95,Delivered
Gunar Cockshoot,85% Dark Bars,UK,2023-08-02,4351.5,190,Delivered
Rafaelita Blaksland,Eclairs,Australia,2023-08-02,3199.5,169,Delivered
Husein Augar,Orange Choco,USA,2023-08-02,15099.75,2517,Delivered
Ches Bonnell,Mint Chip Choco,Australia,2023-08-02,249.75,23,Delivered
Roddy Speechley,Eclairs,New Zealand,2023-08-02,2994.75,137,Cancelled
Marney O'Breen,Eclairs,UK,2023-08-02,895.5,50,Delivered
Dennison Crosswaite,Orange Choco,USA,2023-08-02,8820.0,802,Delivered
Beverie Moffet,Mint Chip Choco,USA,2023-08-02,1388.25,139,Delivered
Husein Augar,Manuka Honey Choco,Canada,2023-08-02,4779.0,252,Delivered
Dennison Crosswaite,Drinking Coco,India,2023-08-02,5845.5,731,Delivered
Husein Augar,Baker's Choco Chips,New Zealand,2023-08-02,10226.25,640,Delivered
Wilone O'Kielt,Manuka Honey Choco,UK,2023-08-03,7845.75,342,Delivered
Beverie Moffet,Spicy Special Slims,USA,2023-08-03,4702.5,262,Delivered
Roddy Speechley,Eclairs,USA,2023-08-03,7326.0,319,Cancelled
Barr Faughny,70% Dark Bites,India,2023-08-03,3807.0,212,Cancelled
Husein Augar,Choco Coated Almonds,Canada,2023-08-03,501.75,39,Delivered
Gigi Bohling,Spicy Special Slims,UK,2023-08-03,1251.0,66,Delivered
Kaine Padly,Smooth Silky Salty,Canada,2023-08-03,182.25,27,Delivered
Jehu Rudeforth,99% Dark & Pure,New Zealand,2023-08-03,6723.0,306,Delivered
Dotty Strutley,Baker's Choco Chips,Canada,2023-08-03,6313.5,351,Delivered
Madelene Upcott,Milk Bars,UK,2023-08-03,13092.75,690,Delivered
Husein Augar,Organic Choco Syrup,UK,2023-08-03,2565.0,129,Delivered
Beverie Moffet,Eclairs,Canada,2023-08-03,3206.25,153,Delivered
Karlen McCaffrey,Orange Choco,India,2023-08-03,6621.75,828,Delivered
Oby Sorrel,Orange Choco,India,2023-08-03,2711.25,272,Delivered
Dotty Strutley,Peanut Butter Cubes,UK,2023-08-03,8289.0,395,Delivered
Beverie Moffet,Organic Choco Syrup,USA,2023-08-03,15430.5,858,Delivered
Roddy Speechley,Drinking Coco,UK,2023-08-03,5316.75,591,Delivered
Madelene Upcott,Manuka Honey Choco,UK,2023-08-03,1012.5,57,Delivered
Brien Boise,Spicy Special Slims,USA,2023-08-04,5766.75,340,Delivered
Beverie Moffet,Baker's Choco Chips,Canada,2023-08-04,4036.5,225,Delivered
Gunar Cockshoot,Baker's Choco Chips,UK,2023-08-04,9918.0,522,Delivered
Husein Augar,70% Dark Bites,UK,2023-08-04,6198.75,345,Delivered
Jan Morforth,70% Dark Bites,New Zealand,2023-08-04,8012.25,446,Delivered
Madelene Upcott,70% Dark Bites,Australia,2023-08-04,3879.0,229,Delivered
Gunar Cockshoot,Manuka Honey Choco,Australia,2023-08-04,8518.5,388,Delivered
Husein Augar,Orange Choco,New Zealand,2023-08-04,5843.25,731,Delivered
Kelci Walkden,Eclairs,UK,2023-08-04,2189.25,110,Delivered
Roddy Speechley,99% Dark & Pure,UK,2023-08-04,3748.5,179,Delivered
Husein Augar,70% Dark Bites,Canada,2023-08-04,1282.5,68,Delivered
Van Tuxwell,Drinking Coco,Australia,2023-08-04,5816.25,485,Delivered
Kelci Walkden,Orange Choco,Canada,2023-08-04,7440.75,1241,Delivered
Madelene Upcott,Eclairs,India,2023-08-04,1080.0,50,Delivered
Barr Faughny,Drinking Coco,Australia,2023-08-07,5139.0,429,Delivered
Dotty Strutley,Drinking Coco,USA,2023-08-07,5109.75,511,Delivered
Beverie Moffet,Orange Choco,India,2023-08-07,11137.5,1393,Cancelled
Beverie Moffet,Choco Coated Almonds,UK,2023-08-07,2648.25,241,Delivered
Madelene Upcott,Manuka Honey Choco,USA,2023-08-08,5967.0,260,Delivered
Madelene Upcott,Choco Coated Almonds,India,2023-08-08,7044.75,542,Cancelled
Madelene Upcott,Baker's Choco Chips,India,2023-08-08,9312.75,548,Delivered
Madelene Upcott,Smooth Silky Salty,UK,2023-08-08,3561.75,396,Delivered
Dennison Crosswaite,Smooth Silky Salty,USA,2023-08-08,618.75,62,Delivered
Gunar Cockshoot,Baker's Choco Chips,New Zealand,2023-08-08,9900.0,660,Delivered
Brien Boise,Organic Choco Syrup,Canada,2023-08-08,17797.5,848,Delivered
Wilone O'Kielt,Drinking Coco,India,2023-08-08,5852.25,732,Cancelled
Wilone O'Kielt,Mint Chip Choco,USA,2023-08-08,686.25,58,Delivered
Gigi Bohling,50% Dark Bites,Australia,2023-08-08,4545.0,240,Delivered
Madelene Upcott,Drinking Coco,Canada,2023-08-08,5400.0,675,Delivered
Brien Boise,Baker's Choco Chips,UK,2023-08-08,10170.0,599,Delivered
Brien Boise,Manuka Honey Choco,USA,2023-08-08,1345.5,62,Delivered
Gunar Cockshoot,Almond Choco,India,2023-08-08,4704.75,589,Delivered
Van Tuxwell,Baker's Choco Chips,Canada,2023-08-08,8628.75,432,Delivered
Dotty Strutley,Mint Chip Choco,USA,2023-08-08,1802.25,164,Delivered
Camilla Castle,Almond Choco,Australia,2023-08-09,526.5,59,Delivered
Brien Boise,Drinking Coco,USA,2023-08-09,5503.5,688,Delivered
Kelci Walkden,Baker's Choco Chips,USA,2023-08-09,177.75,11,Delivered
Wilone O'Kielt,Spicy Special Slims,New Zealand,2023-08-09,11301.75,566,Delivered
Van Tuxwell,Eclairs,Canada,2023-08-09,9159.75,458,Delivered
Gunar Cockshoot,Mint Chip Choco,USA,2023-08-09,3786.75,379,Delivered
Gunar Cockshoot,Fruit & Nut Bars,Canada,2023-08-09,4221.0,157,Delivered
Dennison Crosswaite,Peanut Butter Cubes,UK,2023-08-09,5942.25,248,Delivered
Dotty Strutley,Organic Choco Syrup,India,2023-08-09,8221.5,433,Delivered
Husein Augar,Peanut Butter Cubes,UK,2023-08-09,6736.5,307,Delivered
Roddy Speechley,99% Dark & Pure,New Zealand,2023-08-09,6282.0,262,Delivered
Karlen McCaffrey,Peanut Butter Cubes,USA,2023-08-09,7047.0,294,Delivered
Gunar Cockshoot,99% Dark & Pure,UK,2023-08-09,3901.5,163,Delivered
Roddy Speechley,85% Dark Bars,USA,2023-08-09,4581.0,184,Delivered
Brien Boise,Peanut Butter Cubes,UK,2023-08-09,7983.0,421,Delivered
Barr Faughny,50% Dark Bites,New Zealand,2023-08-10,6898.5,314,Delivered
Gunar Cockshoot,Smooth Silky Salty,New Zealand,2023-08-10,9776.25,978,Delivered
Barr Faughny,Raspberry Choco,UK,2023-08-10,3687.75,615,Delivered
Dotty Strutley,Organic Choco Syrup,New Zealand,2023-08-10,65.25,3,Delivered
Jehu Rudeforth,After Nines,USA,2023-08-10,11943.0,797,Delivered
Jehu Rudeforth,Mint Chip Choco,New Zealand,2023-08-10,8214.75,747,Cancelled
Husein Augar,Spicy Special Slims,USA,2023-08-10,866.25,44,Delivered
Beverie Moffet,Caramel Stuffed Bars,UK,2023-08-10,1831.5,108,Delivered
Curtice Advani,Caramel Stuffed Bars,Canada,2023-08-10,2895.75,132,Cancelled
Gunar Cockshoot,White Choc,New Zealand,2023-08-11,2922.75,147,Delivered
Barr Faughny,White Choc,USA,2023-08-11,4441.5,212,Delivered
Madelene Upcott,99% Dark & Pure,Canada,2023-08-11,7083.0,322,Delivered
Gunar Cockshoot,Fruit & Nut Bars,India,2023-08-11,389.25,15,Delivered
Gunar Cockshoot,Orange Choco,USA,2023-08-11,832.5,93,Delivered
Marney O'Breen,Drinking Coco,New Zealand,2023-08-11,5550.75,556,Delivered
Wilone O'Kielt,Drinking Coco,UK,2023-08-11,5427.0,679,Delivered
Oby Sorrel,Spicy Special Slims,Canada,2023-08-11,1908.0,113,Delivered
Kelci Walkden,Peanut Butter Cubes,UK,2023-08-11,3978.0,173,Delivered
Jan Morforth,Spicy Special Slims,USA,2023-08-11,974.25,65,Delivered
Madelene Upcott,85% Dark Bars,UK,2023-08-11,14238.0,678,Delivered
Dotty Strutley,Peanut Butter Cubes,USA,2023-08-11,10044.0,437,Delivered
Husein Augar,Manuka Honey Choco,New Zealand,2023-08-11,2742.75,153,Delivered
Husein Augar,70% Dark Bites,Canada,2023-08-11,9344.25,520,Delivered
Husein Augar,Organic Choco Syrup,UK,2023-08-11,3413.25,171,Delivered
Gigi Bohling,70% Dark Bites,India,2023-08-14,5886.0,368,Delivered
Wilone O'Kielt,Drinking Coco,Canada,2023-08-14,5361.75,413,Delivered
Gunar Cockshoot,Drinking Coco,Australia,2023-08-14,4891.5,612,Delivered
Madelene Upcott,50% Dark Bites,Australia,2023-08-14,1325.25,67,Delivered
Gunar Cockshoot,Baker's Choco Chips,New Zealand,2023-08-14,3998.25,236,Delivered
Andria Kimpton,Peanut Butter Cubes,USA,2023-08-14,6896.25,300,Delivered
Madelene Upcott,Orange Choco,New Zealand,2023-08-14,10723.5,975,Delivered
Husein Augar,Organic Choco Syrup,UK,2023-08-14,5274.0,252,Delivered
Barr Faughny,Choco Coated Almonds,USA,2023-08-14,7112.25,647,Delivered
Kaine Padly,Fruit & Nut Bars,UK,2023-08-14,4639.5,194,Delivered
Gigi Bohling,Organic Choco Syrup,Australia,2023-08-14,5373.0,234,Cancelled
Dotty Strutley,Fruit & Nut Bars,India,2023-08-14,10017.0,371,Delivered
Rafaelita Blaksland,White Choc,UK,2023-08-14,3665.25,167,Delivered
Curtice Advani,Organic Choco Syrup,New Zealand,2023-08-14,3318.75,166,Delivered
Madelene Upcott,White Choc,USA,2023-08-14,7062.75,322,Delivered
Curtice Advani,Eclairs,Australia,2023-08-14,4673.25,234,Cancelled
Dotty Strutley,Manuka Honey Choco,Canada,2023-08-14,5692.5,248,Delivered
Andria Kimpton,Raspberry Choco,UK,2023-08-14,14298.75,1589,Delivered
Gigi Bohling,Mint Chip Choco,USA,2023-08-14,1710.0,132,Delivered
Madelene Upcott,Drinking Coco,Canada,2023-08-14,5663.25,567,Delivered
Brien Boise,Baker's Choco Chips,UK,2023-08-14,15480.0,911,Delivered
Dotty Strutley,Drinking Coco,USA,2023-08-15,4981.5,623,Delivered
Barr Faughny,99% Dark & Pure,India,2023-08-15,6315.75,301,Delivered
Brien Boise,99% Dark & Pure,New Zealand,2023-08-15,3215.25,134,Delivered
Jehu Rudeforth,Choco Coated Almonds,Canada,2023-08-15,3012.75,252,Delivered
Marney O'Breen,Drinking Coco,UK,2023-08-15,5411.25,492,Delivered
Gigi Bohling,Manuka Honey Choco,Australia,2023-08-15,3611.25,172,Delivered
Gunar Cockshoot,99% Dark & Pure,New Zealand,2023-08-15,2641.5,121,Delivered
Roddy Speechley,Manuka Honey Choco,UK,2023-08-15,10433.25,550,Delivered
Barr Faughny,White Choc,India,2023-08-15,1469.25,62,Delivered
Gunar Cockshoot,Eclairs,USA,2023-08-15,4891.5,258,Delivered
Ches Bonnell,Manuka Honey Choco,Canada,2023-08-15,16350.75,711,Delivered
Wilone O'Kielt,Organic Choco Syrup,India,2023-08-15,769.5,39,Delivered
Beverie Moffet,Drinking Coco,India,2023-08-15,5346.0,486,Delivered
Dotty Strutley,Spicy Special Slims,UK,2023-08-15,4214.25,248,Delivered
Gigi Bohling,Fruit & Nut Bars,Australia,2023-08-15,10908.0,420,Delivered
Gigi Bohling,Mint Chip Choco,India,2023-08-15,2776.5,232,Delivered
Dotty Strutley,Peanut Butter Cubes,UK,2023-08-15,1496.25,75,Delivered
Dotty Strutley,Almond Choco,New Zealand,2023-08-15,7587.0,584,Delivered
Madelene Upcott,After Nines,USA,2023-08-15,5280.75,441,Delivered
Van Tuxwell,Fruit & Nut Bars,UK,2023-08-15,6167.25,247,Delivered
Roddy Speechley,Raspberry Choco,Canada,2023-08-15,5199.75,650,Delivered
Brien Boise,Choco Coated Almonds,USA,2023-08-15,3145.5,263,Delivered
Husein Augar,Choco Coated Almonds,UK,2023-08-16,14217.75,1293,Delivered
Camilla Castle,Organic Choco Syrup,New Zealand,2023-08-16,2850.75,136,Delivered
Dotty Strutley,Almond Choco,India,2023-08-16,1741.5,159,Delivered
Mallorie Waber,85% Dark Bars,Australia,2023-08-16,9.0,1,Delivered
Oby Sorrel,Almond Choco,UK,2023-08-16,8376.75,1048,Delivered
Wilone O'Kielt,Orange Choco,USA,2023-08-16,6295.5,1050,Delivered
Andria Kimpton,Organic Choco Syrup,New Zealand,2023-08-16,7188.75,360,Delivered
Karlen McCaffrey,Choco Coated Almonds,USA,2023-08-16,87.75,7,Delivered
Roddy Speechley,Orange Choco,India,2023-08-16,13205.25,1887,Delivered
Husein Augar,Peanut Butter Cubes,New Zealand,2023-08-16,6014.25,251,Delivered
Dotty Strutley,Baker's Choco Chips,Australia,2023-08-16,7944.75,530,Delivered
Brien Boise,50% Dark Bites,India,2023-08-16,9384.75,470,Delivered
Madelene Upcott,70% Dark Bites,UK,2023-08-16,7125.75,396,Delivered
Brien Boise,Caramel Stuffed Bars,UK,2023-08-16,11043.0,614,Delivered
Husein Augar,99% Dark & Pure,Canada,2023-08-16,20594.25,859,Delivered
Madelene Upcott,After Nines,Canada,2023-08-16,4644.0,423,Delivered
Roddy Speechley,Choco Coated Almonds,UK,2023-08-16,2785.5,279,Cancelled
Van Tuxwell,Eclairs,UK,2023-08-17,2187.0,122,Delivered
Dennison Crosswaite,Manuka Honey Choco,Australia,2023-08-17,4441.5,194,Delivered
Curtice Advani,Organic Choco Syrup,Canada,2023-08-17,1251.0,66,Delivered
Andria Kimpton,70% Dark Bites,UK,2023-08-17,1125.0,57,Delivered
Brien Boise,Orange Choco,Australia,2023-08-17,3924.0,654,Delivered
Kelci Walkden,Orange Choco,Canada,2023-08-17,5980.5,748,Delivered
Jan Morforth,Manuka Honey Choco,USA,2023-08-18,4185.0,210,Cancelled
Barr Faughny,White Choc,New Zealand,2023-08-18,6599.25,315,Delivered
Marney O'Breen,Choco Coated Almonds,India,2023-08-18,8712.0,726,Delivered
Van Tuxwell,Drinking Coco,USA,2023-08-18,4936.5,412,Delivered
Barr Faughny,Caramel Stuffed Bars,UK,2023-08-18,4864.5,257,Delivered
Wilone O'Kielt,Spicy Special Slims,Australia,2023-08-18,16429.5,967,Delivered
Gigi Bohling,Choco Coated Almonds,USA,2023-08-18,5874.75,420,Delivered
Husein Augar,Peanut Butter Cubes,India,2023-08-18,8397.0,420,Delivered
Brien Boise,Caramel Stuffed Bars,UK,2023-08-18,3368.25,169,Delivered
Beverie Moffet,Almond Choco,Australia,2023-08-18,283.5,36,Delivered
Marney O'Breen,50% Dark Bites,USA,2023-08-18,420.75,23,Delivered
Dotty Strutley,50% Dark Bites,USA,2023-08-18,3501.0,167,Delivered
Jehu Rudeforth,Orange Choco,USA,2023-08-18,8581.5,1431,Delivered
Husein Augar,Manuka Honey Choco,UK,2023-08-18,3519.0,176,Delivered
Gunar Cockshoot,Manuka Honey Choco,UK,2023-08-18,9117.0,456,Delivered
Rafaelita Blaksland,Caramel Stuffed Bars,UK,2023-08-18,3744.0,188,Delivered
Gigi Bohling,Choco Coated Almonds,Canada,2023-08-18,12971.25,1298,Delivered
Beverie Moffet,Milk Bars,USA,2023-08-21,6842.25,343,Delivered
Marney O'Breen,99% Dark & Pure,Canada,2023-08-21,10442.25,455,Delivered
Gunar Cockshoot,Peanut Butter Cubes,Australia,2023-08-21,6639.75,317,Cancelled
Madelene Upcott,50% Dark Bites,UK,2023-08-21,5676.75,299,Delivered
Andria Kimpton,Caramel Stuffed Bars,India,2023-08-21,1694.25,90,Delivered
Gunar Cockshoot,Almond Choco,India,2023-08-22,4077.0,371,Delivered
Jehu Rudeforth,Manuka Honey Choco,USA,2023-08-22,15788.25,831,Delivered
Beverie Moffet,Manuka Honey Choco,USA,2023-08-22,5125.5,223,Delivered
Beverie Moffet,85% Dark Bars,USA,2023-08-22,5386.5,245,Delivered
Mallorie Waber,After Nines,India,2023-08-22,7897.5,527,Delivered
Roddy Speechley,Eclairs,India,2023-08-22,5071.5,254,Delivered
Wilone O'Kielt,50% Dark Bites,Australia,2023-08-22,1597.5,85,Delivered
Wilone O'Kielt,Raspberry Choco,India,2023-08-23,4209.75,602,Delivered
Marney O'Breen,Eclairs,Australia,2023-08-23,1910.25,101,Delivered
Kelci Walkden,85% Dark Bars,New Zealand,2023-08-23,1053.0,41,Delivered
Marney O'Breen,50% Dark Bites,Canada,2023-08-23,6779.25,309,Delivered
Marney O'Breen,Smooth Silky Salty,Canada,2023-08-23,1750.5,160,Delivered
Curtice Advani,Mint Chip Choco,USA,2023-08-23,3960.0,330,Delivered
Oby Sorrel,Choco Coated Almonds,UK,2023-08-23,3696.75,337,Delivered
